Phase Identity,Integer identifying grain,Number of measurement points in the grain,Area of grain in square microns,Diameter of grain in microns,ASTM grain size
2,43436,2,0.00624,0.09,24.3
2,43470,2,0.00624,0.09,24.3
2,43508,2,0.00624,0.09,24.3
2,43532,2,0.00624,0.09,24.3
2,43597,2,0.00624,0.09,24.3
2,43642,2,0.00624,0.09,24.3
2,43658,2,0.00624,0.09,24.3
2,43695,2,0.00624,0.09,24.3
2,43701,2,0.00624,0.09,24.3
2,43702,3,0.00935,0.11,23.7
2,43719,3,0.00935,0.11,23.7
2,43724,3,0.00935,0.11,23.7
2,43745,407,1.27E+//0-,1.27,16.6
2,43803,2,0.00624,0.09,24.3
2,43821,2,0.00624,0.09,24.3
2,43822,7,0.0218,0.17,22.5
2,43842,412,1.28E+//0-,1.28,16.6
2,43848,2,0.00624,0.09,24.3
2,43856,2,0.00624,0.09,24.3
2,43894,3,0.00935,0.11,23.7
2,43908,2,0.00624,0.09,24.3
2,43943,2,0.00624,0.09,24.3
2,43951,2,0.00624,0.09,24.3
2,43982,3,0.00935,0.11,23.7
2,44004,62,0.193,0.5,19.4
2,44010,3,0.00935,0.11,23.7
2,44020,2,0.00624,0.09,24.3
2,44037,2,0.00624,0.09,24.3
2,44040,2,0.00624,0.09,24.3
2,44043,2,0.00624,0.09,24.3
2,44059,2,0.00624,0.09,24.3
2,44080,2,0.00624,0.09,24.3
2,44114,2,0.00624,0.09,24.3
2,44145,34,0.106,0.37,20.2
2,44187,3450,1.08E+//0-,3.7,13.6
2,44297,3,0.00935,0.11,23.7
2,44310,2,0.00624,0.09,24.3
2,44327,8,0.0249,0.18,22.3
2,44348,2,0.00624,0.09,24.3
2,44353,2,0.00624,0.09,24.3
2,44407,2,0.00624,0.09,24.3
2,44417,2,0.00624,0.09,24.3
2,44429,2,0.00624,0.09,24.3
2,44457,3,0.00935,0.11,23.7
2,44483,4,0.0125,0.13,23.3
2,44510,7,0.0218,0.17,22.5
2,44523,2,0.00624,0.09,24.3
2,44548,2,0.00624,0.09,24.3
2,44549,2,0.00624,0.09,24.3
2,44550,2,0.00624,0.09,24.3
2,44558,2,0.00624,0.09,24.3
2,44576,2,0.00624,0.09,24.3
2,44589,3,0.00935,0.11,23.7
2,44594,3,0.00935,0.11,23.7
2,44607,2,0.00624,0.09,24.3
2,44619,2,0.00624,0.09,24.3
2,44624,2,0.00624,0.09,24.3
2,44647,2,0.00624,0.09,24.3
2,44658,3,0.00935,0.11,23.7
2,44672,2,0.00624,0.09,24.3
2,44690,2,0.00624,0.09,24.3
2,44691,8,0.0249,0.18,22.3
2,44738,2,0.00624,0.09,24.3
2,44777,2,0.00624,0.09,24.3
2,44831,2,0.00624,0.09,24.3
2,44842,2,0.00624,0.09,24.3
2,44943,3,0.00935,0.11,23.7
2,44959,3,0.00935,0.11,23.7
2,45032,2,0.00624,0.09,24.3
2,45034,2,0.00624,0.09,24.3
2,45053,2,0.00624,0.09,24.3
2,45122,2,0.00624,0.09,24.3
2,45137,2,0.00624,0.09,24.3
2,45141,2,0.00624,0.09,24.3
2,45146,2,0.00624,0.09,24.3
2,45225,2,0.00624,0.09,24.3
2,45263,2,0.00624,0.09,24.3
2,45388,3,0.00935,0.11,23.7
2,45405,2,0.00624,0.09,24.3
2,45419,2,0.00624,0.09,24.3
2,45427,3,0.00935,0.11,23.7
2,45428,2,0.00624,0.09,24.3
2,45526,2,0.00624,0.09,24.3
2,45529,2,0.00624,0.09,24.3
2,45537,106,0.331,0.65,18.6
2,45581,2,0.00624,0.09,24.3
2,45588,3,0.00935,0.11,23.7
2,45607,2,0.00624,0.09,24.3
2,45629,3,0.00935,0.11,23.7
2,45654,2,0.00624,0.09,24.3
2,45711,2,0.00624,0.09,24.3
2,45717,2,0.00624,0.09,24.3
2,45731,2,0.00624,0.09,24.3
2,45751,2,0.00624,0.09,24.3
2,45764,3,0.00935,0.11,23.7
2,45795,3,0.00935,0.11,23.7
2,45832,2,0.00624,0.09,24.3
2,45935,2,0.00624,0.09,24.3
2,45948,2,0.00624,0.09,24.3
2,46004,2,0.00624,0.09,24.3
2,46057,2,0.00624,0.09,24.3
2,46076,5,0.0156,0.14,23
2,46120,2,0.00624,0.09,24.3
2,46142,2,0.00624,0.09,24.3
2,46171,2,0.00624,0.09,24.3
2,46210,87,0.271,0.59,18.9
2,46236,45,0.14,0.42,19.8
2,46246,2,0.00624,0.09,24.3
2,46263,3,0.00935,0.11,23.7
2,46279,3,0.00935,0.11,23.7
2,46304,2,0.00624,0.09,24.3
2,46311,11,0.0343,0.21,21.8
2,46330,85,0.265,0.58,18.9
2,46339,5,0.0156,0.14,23
2,46352,3,0.00935,0.11,23.7
2,46400,2,0.00624,0.09,24.3
2,46415,3,0.00935,0.11,23.7
2,46421,17,0.053,0.26,21.2
2,46460,2,0.00624,0.09,24.3
2,46484,3,0.00935,0.11,23.7
2,46497,2,0.00624,0.09,24.3
2,46520,2,0.00624,0.09,24.3
2,46523,2,0.00624,0.09,24.3
2,46541,3,0.00935,0.11,23.7
2,46561,3,0.00935,0.11,23.7
2,46567,2,0.00624,0.09,24.3
2,46576,2,0.00624,0.09,24.3
2,46591,31,0.0967,0.35,20.4
2,46687,2,0.00624,0.09,24.3
2,46692,2,0.00624,0.09,24.3
2,46694,3,0.00935,0.11,23.7
2,46716,2,0.00624,0.09,24.3
2,46722,3,0.00935,0.11,23.7
2,46747,2,0.00624,0.09,24.3
2,46774,2,0.00624,0.09,24.3
2,46776,11,0.0343,0.21,21.8
2,46821,4,0.0125,0.13,23.3
2,46823,861,2.68E+//0-,1.85,15.6
2,46866,2,0.00624,0.09,24.3
2,46875,19,0.0592,0.27,21.1
2,46901,14,0.0437,0.24,21.5
2,46912,246,0.767,0.99,17.4
2,46921,4,0.0125,0.13,23.3
2,46923,2,0.00624,0.09,24.3
2,46928,5,0.0156,0.14,23
2,46937,3,0.00935,0.11,23.7
2,46954,2,0.00624,0.09,24.3
2,46961,2,0.00624,0.09,24.3
2,46963,2,0.00624,0.09,24.3
2,47015,33,0.103,0.36,20.3
2,47022,3,0.00935,0.11,23.7
2,47034,8,0.0249,0.18,22.3
2,47068,6,0.0187,0.15,22.7
2,47071,3,0.00935,0.11,23.7
2,47078,3,0.00935,0.11,23.7
2,47083,2,0.00624,0.09,24.3
2,47085,7,0.0218,0.17,22.5
2,47089,3,0.00935,0.11,23.7
2,47109,2,0.00624,0.09,24.3
2,47113,2,0.00624,0.09,24.3
2,47124,2,0.00624,0.09,24.3
2,47156,38,0.119,0.39,20.1
2,47202,17,0.053,0.26,21.2
2,47208,4,0.0125,0.13,23.3
2,47230,16,0.0499,0.25,21.3
2,47240,2,0.00624,0.09,24.3
2,47271,2,0.00624,0.09,24.3
2,47307,2,0.00624,0.09,24.3
2,47321,2,0.00624,0.09,24.3
2,47332,2,0.00624,0.09,24.3
2,47362,2,0.00624,0.09,24.3
2,47369,2,0.00624,0.09,24.3
2,47379,18,0.0561,0.27,21.1
2,47390,2,0.00624,0.09,24.3
2,47393,2,0.00624,0.09,24.3
2,47395,2,0.00624,0.09,24.3
2,47397,4,0.0125,0.13,23.3
2,47401,19,0.0592,0.27,21.1
2,47402,7,0.0218,0.17,22.5
2,47403,2,0.00624,0.09,24.3
2,47404,5,0.0156,0.14,23
2,47406,3,0.00935,0.11,23.7
2,47407,6,0.0187,0.15,22.7
2,47539,21,0.0655,0.29,20.9
2,47566,4,0.0125,0.13,23.3
2,47573,2,0.00624,0.09,24.3
2,47579,4,0.0125,0.13,23.3
2,47582,8,0.0249,0.18,22.3
2,47622,2,0.00624,0.09,24.3
2,47631,2,0.00624,0.09,24.3
2,47665,2,0.00624,0.09,24.3
2,47682,2,0.00624,0.09,24.3
2,47699,2,0.00624,0.09,24.3
2,47714,2,0.00624,0.09,24.3
2,47718,2,0.00624,0.09,24.3
2,47723,2,0.00624,0.09,24.3
2,47727,2,0.00624,0.09,24.3
2,47728,2,0.00624,0.09,24.3
2,47748,5,0.0156,0.14,23
2,47749,3,0.00935,0.11,23.7
2,47754,2,0.00624,0.09,24.3
2,47755,5,0.0156,0.14,23
2,47756,2,0.00624,0.09,24.3
2,47758,2,0.00624,0.09,24.3
2,47762,100,0.312,0.63,18.7
2,47769,3,0.00935,0.11,23.7
2,47779,11111,3.46E+//0-,6.64,11.9
2,47788,128,0.399,0.71,18.3
2,47795,3,0.00935,0.11,23.7
2,47839,2,0.00624,0.09,24.3
2,47860,2,0.00624,0.09,24.3
2,47866,2,0.00624,0.09,24.3
2,47873,14,0.0437,0.24,21.5
2,47882,2,0.00624,0.09,24.3
2,47897,8,0.0249,0.18,22.3
2,47905,3,0.00935,0.11,23.7
2,47906,2,0.00624,0.09,24.3
2,47917,2,0.00624,0.09,24.3
2,47919,2,0.00624,0.09,24.3
2,47939,2,0.00624,0.09,24.3
2,47979,2,0.00624,0.09,24.3
2,47986,5,0.0156,0.14,23
2,47999,299,0.932,1.09,17.1
2,48004,2,0.00624,0.09,24.3
2,48010,2,0.00624,0.09,24.3
2,48012,2,0.00624,0.09,24.3
2,48028,2,0.00624,0.09,24.3
2,48047,3,0.00935,0.11,23.7
2,48050,2,0.00624,0.09,24.3
2,48061,6,0.0187,0.15,22.7
2,48068,6,0.0187,0.15,22.7
2,48069,2,0.00624,0.09,24.3
2,48073,2,0.00624,0.09,24.3
2,48074,2,0.00624,0.09,24.3
2,48077,2,0.00624,0.09,24.3
2,48089,7,0.0218,0.17,22.5
2,48098,2,0.00624,0.09,24.3
2,48141,2,0.00624,0.09,24.3
2,48156,279,0.87,1.05,17.2
2,48170,2,0.00624,0.09,24.3
2,48171,4,0.0125,0.13,23.3
2,48173,3,0.00935,0.11,23.7
2,48189,3,0.00935,0.11,23.7
2,48199,2,0.00624,0.09,24.3
2,48201,3,0.00935,0.11,23.7
2,48209,7,0.0218,0.17,22.5
2,48210,3,0.00935,0.11,23.7
2,48212,35,0.109,0.37,20.2
2,48214,3,0.00935,0.11,23.7
2,48216,2,0.00624,0.09,24.3
2,48223,2,0.00624,0.09,24.3
2,48225,12,0.0374,0.22,21.7
2,48233,2,0.00624,0.09,24.3
2,48239,3,0.00935,0.11,23.7
2,48292,3,0.00935,0.11,23.7
2,48325,2742,8.55E+//0-,3.3,13.9
2,48330,2,0.00624,0.09,24.3
2,48337,2,0.00624,0.09,24.3
2,48343,2,0.00624,0.09,24.3
2,48352,8,0.0249,0.18,22.3
2,48354,6,0.0187,0.15,22.7
2,48370,2,0.00624,0.09,24.3
2,48371,2,0.00624,0.09,24.3
2,48373,4,0.0125,0.13,23.3
2,48427,2,0.00624,0.09,24.3
2,48428,2,0.00624,0.09,24.3
2,48476,5,0.0156,0.14,23
2,48478,2,0.00624,0.09,24.3
2,48479,2,0.00624,0.09,24.3
2,48482,26,0.0811,0.32,20.6
2,48487,3,0.00935,0.11,23.7
2,48491,2,0.00624,0.09,24.3
2,48492,10,0.0312,0.2,22
2,48494,5,0.0156,0.14,23
2,48495,2,0.00624,0.09,24.3
2,48500,2,0.00624,0.09,24.3
2,48509,2,0.00624,0.09,24.3
2,48510,2,0.00624,0.09,24.3
2,48511,3,0.00935,0.11,23.7
2,48518,2,0.00624,0.09,24.3
2,48521,2,0.00624,0.09,24.3
2,48544,2,0.00624,0.09,24.3
2,48562,2,0.00624,0.09,24.3
2,48588,2,0.00624,0.09,24.3
2,48618,8,0.0249,0.18,22.3
2,48620,2,0.00624,0.09,24.3
2,48621,24,0.0748,0.31,20.7
2,48622,3,0.00935,0.11,23.7
2,48623,3,0.00935,0.11,23.7
2,48640,107,0.334,0.65,18.6
2,48685,230,0.717,0.96,17.5
2,48741,2,0.00624,0.09,24.3
2,48749,2,0.00624,0.09,24.3
2,48750,4,0.0125,0.13,23.3
2,48753,4,0.0125,0.13,23.3
2,48759,3,0.00935,0.11,23.7
2,48760,2,0.00624,0.09,24.3
2,48762,2,0.00624,0.09,24.3
2,48763,4,0.0125,0.13,23.3
2,48775,3,0.00935,0.11,23.7
2,48777,2,0.00624,0.09,24.3
2,48778,4,0.0125,0.13,23.3
2,48782,3,0.00935,0.11,23.7
2,48784,2,0.00624,0.09,24.3
2,48785,2,0.00624,0.09,24.3
2,48833,2,0.00624,0.09,24.3
2,48845,2,0.00624,0.09,24.3
2,48875,2,0.00624,0.09,24.3
2,48876,165,0.514,0.81,17.9
2,48881,2,0.00624,0.09,24.3
2,48882,2,0.00624,0.09,24.3
2,48885,3,0.00935,0.11,23.7
2,48887,2,0.00624,0.09,24.3
2,48889,3,0.00935,0.11,23.7
2,48891,4,0.0125,0.13,23.3
2,48892,41,0.128,0.4,19.9
2,48894,2,0.00624,0.09,24.3
2,48905,2,0.00624,0.09,24.3
2,48906,3,0.00935,0.11,23.7
2,48908,3,0.00935,0.11,23.7
2,48909,2,0.00624,0.09,24.3
2,48913,2,0.00624,0.09,24.3
2,48914,3,0.00935,0.11,23.7
2,48953,2,0.00624,0.09,24.3
2,48990,8,0.0249,0.18,22.3
2,48999,9,0.0281,0.19,22.1
2,49000,3,0.00935,0.11,23.7
2,49006,2,0.00624,0.09,24.3
2,49018,2,0.00624,0.09,24.3
2,49040,2,0.00624,0.09,24.3
2,49042,3,0.00935,0.11,23.7
2,49053,2,0.00624,0.09,24.3
2,49054,3,0.00935,0.11,23.7
2,49095,91,0.284,0.6,18.8
2,49107,5,0.0156,0.14,23
2,49111,2,0.00624,0.09,24.3
2,49112,2,0.00624,0.09,24.3
2,49133,2,0.00624,0.09,24.3
2,49134,3,0.00935,0.11,23.7
2,49204,2,0.00624,0.09,24.3
2,49214,2,0.00624,0.09,24.3
2,49215,2,0.00624,0.09,24.3
2,49216,3,0.00935,0.11,23.7
2,49217,2,0.00624,0.09,24.3
2,49220,17,0.053,0.26,21.2
2,49223,2,0.00624,0.09,24.3
2,49226,2,0.00624,0.09,24.3
2,49227,3,0.00935,0.11,23.7
2,49230,5,0.0156,0.14,23
2,49233,2,0.00624,0.09,24.3
2,49242,3,0.00935,0.11,23.7
2,49243,4,0.0125,0.13,23.3
2,49255,2,0.00624,0.09,24.3
2,49267,2,0.00624,0.09,24.3
2,49297,4,0.0125,0.13,23.3
2,49314,214,0.667,0.92,17.6
2,49323,2,0.00624,0.09,24.3
2,49343,2,0.00624,0.09,24.3
2,49348,487,1.52E+//0-,1.39,16.4
2,49354,2,0.00624,0.09,24.3
2,49355,7,0.0218,0.17,22.5
2,49356,2,0.00624,0.09,24.3
2,49360,4,0.0125,0.13,23.3
2,49363,4,0.0125,0.13,23.3
2,49364,2,0.00624,0.09,24.3
2,49366,4,0.0125,0.13,23.3
2,49367,2,0.00624,0.09,24.3
2,49369,5,0.0156,0.14,23
2,49384,8,0.0249,0.18,22.3
2,49405,46,0.143,0.43,19.8
2,49457,2,0.00624,0.09,24.3
2,49466,2,0.00624,0.09,24.3
2,49469,3,0.00935,0.11,23.7
2,49471,2,0.00624,0.09,24.3
2,49474,3,0.00935,0.11,23.7
2,49478,3,0.00935,0.11,23.7
2,49480,2,0.00624,0.09,24.3
2,49481,6,0.0187,0.15,22.7
2,49486,370,1.15E+//0-,1.21,16.8
2,49487,2,0.00624,0.09,24.3
2,49490,7,0.0218,0.17,22.5
2,49508,17,0.053,0.26,21.2
2,49540,2,0.00624,0.09,24.3
2,49556,2,0.00624,0.09,24.3
2,49560,2,0.00624,0.09,24.3
2,49562,2,0.00624,0.09,24.3
2,49563,2,0.00624,0.09,24.3
2,49566,2,0.00624,0.09,24.3
2,49570,2,0.00624,0.09,24.3
2,49574,2,0.00624,0.09,24.3
2,49577,3,0.00935,0.11,23.7
2,49579,8,0.0249,0.18,22.3
2,49580,2,0.00624,0.09,24.3
2,49585,7,0.0218,0.17,22.5
2,49598,2,0.00624,0.09,24.3
2,49600,2,0.00624,0.09,24.3
2,49602,2,0.00624,0.09,24.3
2,49645,550,1.72E+//0-,1.48,16.2
2,49650,34,0.106,0.37,20.2
2,49652,2,0.00624,0.09,24.3
2,49692,2,0.00624,0.09,24.3
2,49698,6,0.0187,0.15,22.7
2,49702,3,0.00935,0.11,23.7
2,49708,2,0.00624,0.09,24.3
2,49709,2,0.00624,0.09,24.3
2,49716,2,0.00624,0.09,24.3
2,49741,2,0.00624,0.09,24.3
2,49787,4,0.0125,0.13,23.3
2,49793,8,0.0249,0.18,22.3
2,49795,3,0.00935,0.11,23.7
2,49796,4,0.0125,0.13,23.3
2,49797,2,0.00624,0.09,24.3
2,49803,5,0.0156,0.14,23
2,49824,2,0.00624,0.09,24.3
2,49846,2,0.00624,0.09,24.3
2,49883,2,0.00624,0.09,24.3
2,49901,4,0.0125,0.13,23.3
2,49902,2,0.00624,0.09,24.3
2,49903,2,0.00624,0.09,24.3
2,49904,2,0.00624,0.09,24.3
2,49907,2,0.00624,0.09,24.3
2,49913,4,0.0125,0.13,23.3
2,49916,2,0.00624,0.09,24.3
2,49922,3,0.00935,0.11,23.7
2,49923,2,0.00624,0.09,24.3
2,49966,2,0.00624,0.09,24.3
2,49979,2,0.00624,0.09,24.3
2,50003,2,0.00624,0.09,24.3
2,50012,2,0.00624,0.09,24.3
2,50013,2,0.00624,0.09,24.3
2,50023,2,0.00624,0.09,24.3
2,50030,2,0.00624,0.09,24.3
2,50032,4,0.0125,0.13,23.3
2,50033,2,0.00624,0.09,24.3
2,50054,2,0.00624,0.09,24.3
2,50076,2,0.00624,0.09,24.3
2,50084,6,0.0187,0.15,22.7
2,50097,16,0.0499,0.25,21.3
2,50099,3,0.00935,0.11,23.7
2,50107,2,0.00624,0.09,24.3
2,50134,2,0.00624,0.09,24.3
2,50140,4,0.0125,0.13,23.3
2,50142,2,0.00624,0.09,24.3
2,50143,3,0.00935,0.11,23.7
2,50145,2,0.00624,0.09,24.3
2,50155,5,0.0156,0.14,23
2,50164,12,0.0374,0.22,21.7
2,50187,2,0.00624,0.09,24.3
2,50216,2,0.00624,0.09,24.3
2,50217,79,0.246,0.56,19
2,50228,2,0.00624,0.09,24.3
2,50249,2,0.00624,0.09,24.3
2,50254,2,0.00624,0.09,24.3
2,50272,6,0.0187,0.15,22.7
2,50274,2,0.00624,0.09,24.3
2,50282,2,0.00624,0.09,24.3
2,50284,2,0.00624,0.09,24.3
2,50293,3,0.00935,0.11,23.7
2,50352,4,0.0125,0.13,23.3
2,50354,2,0.00624,0.09,24.3
2,50372,3,0.00935,0.11,23.7
2,50373,2,0.00624,0.09,24.3
2,50374,2,0.00624,0.09,24.3
2,50389,2,0.00624,0.09,24.3
2,50403,140,0.437,0.75,18.2
2,50405,2,0.00624,0.09,24.3
2,50411,3,0.00935,0.11,23.7
2,50412,5,0.0156,0.14,23
2,50413,6,0.0187,0.15,22.7
2,50414,2,0.00624,0.09,24.3
2,50422,2,0.00624,0.09,24.3
2,50424,2,0.00624,0.09,24.3
2,50433,2,0.00624,0.09,24.3
2,50436,2,0.00624,0.09,24.3
2,50500,4,0.0125,0.13,23.3
2,50549,2,0.00624,0.09,24.3
2,50554,3,0.00935,0.11,23.7
2,50559,7,0.0218,0.17,22.5
2,50560,14,0.0437,0.24,21.5
2,50561,2,0.00624,0.09,24.3
2,50562,4,0.0125,0.13,23.3
2,50572,2,0.00624,0.09,24.3
2,50603,2,0.00624,0.09,24.3
2,50653,2,0.00624,0.09,24.3
2,50680,2,0.00624,0.09,24.3
2,50686,3,0.00935,0.11,23.7
2,50731,2,0.00624,0.09,24.3
2,50767,2,0.00624,0.09,24.3
2,50791,3,0.00935,0.11,23.7
2,50792,2,0.00624,0.09,24.3
2,50801,2,0.00624,0.09,24.3
2,50834,2,0.00624,0.09,24.3
2,50835,2,0.00624,0.09,24.3
2,50841,53,0.165,0.46,19.6
2,50849,14,0.0437,0.24,21.5
2,50886,2,0.00624,0.09,24.3
2,50900,2,0.00624,0.09,24.3
2,50920,2,0.00624,0.09,24.3
2,50963,2,0.00624,0.09,24.3
2,50976,907,2.83E+//0-,1.9,15.5
2,51018,2,0.00624,0.09,24.3
2,51027,3,0.00935,0.11,23.7
2,51030,2,0.00624,0.09,24.3
2,51044,2,0.00624,0.09,24.3
2,51053,2,0.00624,0.09,24.3
2,51064,12,0.0374,0.22,21.7
2,51090,2,0.00624,0.09,24.3
2,51091,2,0.00624,0.09,24.3
2,51133,2,0.00624,0.09,24.3
2,51144,2,0.00624,0.09,24.3
2,51227,2,0.00624,0.09,24.3
2,51239,2,0.00624,0.09,24.3
2,51248,2,0.00624,0.09,24.3
2,51251,2,0.00624,0.09,24.3
2,51262,2,0.00624,0.09,24.3
2,51265,2,0.00624,0.09,24.3
2,51266,2,0.00624,0.09,24.3
2,51273,2,0.00624,0.09,24.3
2,51275,3,0.00935,0.11,23.7
2,51309,2,0.00624,0.09,24.3
2,51334,2,0.00624,0.09,24.3
2,51347,2,0.00624,0.09,24.3
2,51348,2,0.00624,0.09,24.3
2,51351,2,0.00624,0.09,24.3
2,51353,3,0.00935,0.11,23.7
2,51360,2,0.00624,0.09,24.3
2,51371,2,0.00624,0.09,24.3
2,51376,17,0.053,0.26,21.2
2,51379,2,0.00624,0.09,24.3
2,51396,2,0.00624,0.09,24.3
2,51424,2,0.00624,0.09,24.3
2,51425,8,0.0249,0.18,22.3
2,51426,2,0.00624,0.09,24.3
2,51428,3,0.00935,0.11,23.7
2,51460,2,0.00624,0.09,24.3
2,51481,2,0.00624,0.09,24.3
2,51508,5,0.0156,0.14,23
2,51523,2,0.00624,0.09,24.3
2,51558,3,0.00935,0.11,23.7
2,51592,2,0.00624,0.09,24.3
2,51593,3,0.00935,0.11,23.7
2,51595,5,0.0156,0.14,23
2,51618,2,0.00624,0.09,24.3
2,51621,2,0.00624,0.09,24.3
2,51625,3,0.00935,0.11,23.7
2,51626,6,0.0187,0.15,22.7
2,51628,7,0.0218,0.17,22.5
2,51633,2,0.00624,0.09,24.3
2,51649,2,0.00624,0.09,24.3
2,51691,2,0.00624,0.09,24.3
2,51717,10,0.0312,0.2,22
2,51718,2,0.00624,0.09,24.3
2,51727,2,0.00624,0.09,24.3
2,51751,2,0.00624,0.09,24.3
2,51776,4,0.0125,0.13,23.3
2,51823,2,0.00624,0.09,24.3
2,51825,3,0.00935,0.11,23.7
2,51839,18,0.0561,0.27,21.1
2,51842,2,0.00624,0.09,24.3
2,51876,2,0.00624,0.09,24.3
2,51879,3,0.00935,0.11,23.7
2,51881,2,0.00624,0.09,24.3
2,51908,2,0.00624,0.09,24.3
2,51924,2,0.00624,0.09,24.3
2,51963,67,0.209,0.52,19.2
2,51967,1137,3.55E+//0-,2.12,15.2
2,51977,2,0.00624,0.09,24.3
2,51998,2,0.00624,0.09,24.3
2,52001,2,0.00624,0.09,24.3
2,52004,3,0.00935,0.11,23.7
2,52020,2,0.00624,0.09,24.3
2,52122,2,0.00624,0.09,24.3
2,52126,2,0.00624,0.09,24.3
2,52130,3,0.00935,0.11,23.7
2,52153,2,0.00624,0.09,24.3
2,52155,2,0.00624,0.09,24.3
2,52166,2,0.00624,0.09,24.3
2,52201,2,0.00624,0.09,24.3
2,52219,6,0.0187,0.15,22.7
2,52245,2,0.00624,0.09,24.3
2,52257,2,0.00624,0.09,24.3
2,52261,3,0.00935,0.11,23.7
2,52270,2,0.00624,0.09,24.3
2,52277,16,0.0499,0.25,21.3
2,52291,12,0.0374,0.22,21.7
2,52304,2,0.00624,0.09,24.3
2,52349,79,0.246,0.56,19
2,52356,2,0.00624,0.09,24.3
2,52366,3,0.00935,0.11,23.7
2,52367,2,0.00624,0.09,24.3
2,52389,2,0.00624,0.09,24.3
2,52397,2,0.00624,0.09,24.3
2,52413,2,0.00624,0.09,24.3
2,52415,2,0.00624,0.09,24.3
2,52416,3,0.00935,0.11,23.7
2,52434,41,0.128,0.4,19.9
2,52443,2,0.00624,0.09,24.3
2,52459,2,0.00624,0.09,24.3
2,52468,2,0.00624,0.09,24.3
2,52470,59,0.184,0.48,19.4
2,52472,2,0.00624,0.09,24.3
2,52484,2,0.00624,0.09,24.3
2,52503,5,0.0156,0.14,23
2,52505,448,1.40E+//0-,1.33,16.5
2,52533,2,0.00624,0.09,24.3
2,52536,2,0.00624,0.09,24.3
2,52538,2,0.00624,0.09,24.3
2,52552,2,0.00624,0.09,24.3
2,52578,2,0.00624,0.09,24.3
2,52599,10,0.0312,0.2,22
2,52604,2,0.00624,0.09,24.3
2,52629,3,0.00935,0.11,23.7
2,52630,2,0.00624,0.09,24.3
2,52634,2,0.00624,0.09,24.3
2,52659,2,0.00624,0.09,24.3
2,52667,2,0.00624,0.09,24.3
2,52685,3,0.00935,0.11,23.7
2,52689,3,0.00935,0.11,23.7
2,52699,2,0.00624,0.09,24.3
2,52739,301,0.938,1.09,17.1
2,52757,4,0.0125,0.13,23.3
2,52759,2,0.00624,0.09,24.3
2,52788,3,0.00935,0.11,23.7
2,52803,2,0.00624,0.09,24.3
2,52836,2,0.00624,0.09,24.3
2,52845,3,0.00935,0.11,23.7
2,52871,3,0.00935,0.11,23.7
2,52873,3,0.00935,0.11,23.7
2,52900,2,0.00624,0.09,24.3
2,52914,28,0.0873,0.33,20.5
2,52915,6,0.0187,0.15,22.7
2,52931,56,0.175,0.47,19.5
2,52946,5,0.0156,0.14,23
2,52992,2,0.00624,0.09,24.3
2,53002,9,0.0281,0.19,22.1
2,53004,5,0.0156,0.14,23
2,53055,3,0.00935,0.11,23.7
2,53059,2,0.00624,0.09,24.3
2,53072,5,0.0156,0.14,23
2,53079,2,0.00624,0.09,24.3
2,53098,174,0.543,0.83,17.9
2,53111,2,0.00624,0.09,24.3
2,53118,4,0.0125,0.13,23.3
2,53119,2,0.00624,0.09,24.3
2,53133,2,0.00624,0.09,24.3
2,53186,6,0.0187,0.15,22.7
2,53202,2,0.00624,0.09,24.3
2,53219,2,0.00624,0.09,24.3
2,53222,20,0.0624,0.28,21
2,53223,2,0.00624,0.09,24.3
2,53224,3,0.00935,0.11,23.7
2,53225,2,0.00624,0.09,24.3
2,53227,4,0.0125,0.13,23.3
2,53228,2,0.00624,0.09,24.3
2,53268,2,0.00624,0.09,24.3
2,53269,2,0.00624,0.09,24.3
2,53285,2,0.00624,0.09,24.3
2,53291,8,0.0249,0.18,22.3
2,53333,3,0.00935,0.11,23.7
2,53335,4,0.0125,0.13,23.3
2,53362,46,0.143,0.43,19.8
2,53397,5,0.0156,0.14,23
2,53398,2,0.00624,0.09,24.3
2,53402,17,0.053,0.26,21.2
2,53426,2,0.00624,0.09,24.3
2,53441,4,0.0125,0.13,23.3
2,53454,38,0.119,0.39,20.1
2,53497,3,0.00935,0.11,23.7
2,53501,2,0.00624,0.09,24.3
2,53537,2,0.00624,0.09,24.3
2,53538,3,0.00935,0.11,23.7
2,53606,4,0.0125,0.13,23.3
2,53609,8,0.0249,0.18,22.3
2,53624,2,0.00624,0.09,24.3
2,53650,4,0.0125,0.13,23.3
2,53693,33,0.103,0.36,20.3
2,53698,2,0.00624,0.09,24.3
2,53751,3,0.00935,0.11,23.7
2,53785,2,0.00624,0.09,24.3
2,53790,2,0.00624,0.09,24.3
2,53795,39,0.122,0.39,20
2,53807,2,0.00624,0.09,24.3
2,53810,33,0.103,0.36,20.3
2,53815,2,0.00624,0.09,24.3
2,53827,2,0.00624,0.09,24.3
2,53830,2,0.00624,0.09,24.3
2,53832,2,0.00624,0.09,24.3
2,53866,4,0.0125,0.13,23.3
2,53870,3,0.00935,0.11,23.7
2,53884,2,0.00624,0.09,24.3
2,53886,2,0.00624,0.09,24.3
2,53919,2,0.00624,0.09,24.3
2,53926,126,0.393,0.71,18.3
2,53933,2,0.00624,0.09,24.3
2,53954,3,0.00935,0.11,23.7
2,53972,2,0.00624,0.09,24.3
2,53986,2,0.00624,0.09,24.3
2,53992,2,0.00624,0.09,24.3
2,53994,2,0.00624,0.09,24.3
